FarmID,State,District,Crop,Season,SoilType,IrrigationType,SoilNitrogen_kg_ha,SoilPhosphorus_kg_ha,SoilPotassium_kg_ha,SoilPH,OrganicCarbon_pct,Sulphur_ppm,Zinc_ppm,ElectricalConductivity_dS_m,Temperature_C,Humidity_pct,Rainfall_mm,FarmSize_acres,PreviousYield_kg_acre,YearsOfCultivation,NitrogenRecommendation_kg_acre,PhosphorusRecommendation_kg_acre,PotassiumRecommendation_kg_acre,ExpectedYieldImprovement_pct,EstimatedFertilizerCost_INR_acre,EstimatedFertilizerCost_INR_total
AP06868,Maharashtra,MAH-05,Wheat,Rabi,Black,Drip,490,15,224,8.26,0.81,16.2,1.22,0.17,17.8,43.9,979,1.39,1832,1,9.9,11.9,6.2,12.6,1097,1524
AP06869,Maharashtra,MAH-06,Wheat,Rabi,Loamy,Rainfed,476,17,179,7.7,0.8,35.9,1.29,0.1,20.0,50.7,889,1.9,2180,1,14.2,11.4,7.4,14.3,1242,2359
AP06870,Maharashtra,MAH-17,Wheat,Rabi,Black,Drip,429,13,217,7.8,0.94,5.4,1.11,0.1,14.2,45.7,653,1.44,2036,10,14.1,10.1,4.8,10.2,1046,1506
AP06871,Maharashtra,MAH-03,Wheat,Winter,Black,Rainfed,313,20,142,7.2,1.03,18.2,1.67,0.49,17.0,60.8,983,2.49,1610,1,20.6,8.4,10.0,13.1,1357,3378
AP06872,Maharashtra,MAH-19,Wheat,Winter,Black,Flood,339,20,163,7.74,0.36,11.4,1.38,,12.5,37.5,1019,1.78,1338,19,24.1,8.0,12.2,3.2,1513,2693
AP06873,Maharashtra,MAH-09,Wheat,Rabi,Black,Sprinkler,370,14,178,7.91,0.84,13.6,0.6,0.24,23.0,51.1,839,1.63,1997,1,20.3,12.5,8.8,8.2,1310,2135
AP06874,Maharashtra,MAH-02,Wheat,Rabi,Loamy,Sprinkler,247,6,109,7.58,0.26,5.6,0.22,0.1,21.5,43.6,898,5.0,1581,4,43.0,25.6,15.8,22.1,2426,12130
AP06875,Maharashtra,MAH-09,Wheat,Rabi,Black,Sprinkler,117,4,79,8.02,0.84,28.7,2.2,0.45,28.0,25.2,803,0.86,2143,5,30.9,25.0,13.3,13.3,2096,1802
AP06876,Maharashtra,MAH-05,Wheat,Winter,Black,Sprinkler,219,11,73,7.71,0.87,26.2,0.45,0.48,14.6,49.9,819,4.35,1603,4,52.4,27.2,17.2,28.3,2512,10927
AP06877,Maharashtra,MAH-15,Wheat,Winter,Black,Rainfed,525,16,243,7.92,0.78,5.2,1.04,0.92,26.0,36.6,593,9.52,900,3,9.1,10.0,4.2,11.7,972,9253
AP06878,Maharashtra,MAH-16,Wheat,Rabi,Black,Drip,140,4,76,7.38,0.52,32.1,0.6,0.47,14.7,56.7,501,0.65,2525,8,29.3,17.0,9.1,9.1,1561,1014
AP06879,Maharashtra,MAH-14,Wheat,Rabi,Black,Drip,378,19,199,7.51,0.42,4.9,1.06,0.9,17.7,46.7,1077,4.1,1167,3,19.2,8.2,5.3,8.9,1059,4341
AP06880,Maharashtra,MAH-04,Wheat,Rabi,Black,Drip,395,21,199,7.27,0.83,19.6,0.41,1.04,16.6,40.4,812,1.47,2125,10,16.5,5.9,5.8,12.7,972,1428
AP06881,Maharashtra,MAH-14,Wheat,Rabi,Black,Sprinkler,761,24,395,7.85,0.65,12.0,1.76,0.17,24.3,50.8,879,13.73,2561,14,9.2,6.5,3.8,11.1,800,10984
AP06882,Maharashtra,MAH-13,Rice,Rabi,Clay,Rainfed,152,11,55,6.86,0.62,12.0,1.19,1.37,9.7,53.4,804,1.04,1422,3,56.8,23.1,19.8,28.0,2611,2715
AP06883,Maharashtra,MAH-20,Rice,Kharif,Black,Drip,488,19,175,8.19,0.68,17.0,0.59,1.45,30.7,,1017,1.34,3013,6,16.8,8.7,9.8,3.0,1356,1817
AP06884,Maharashtra,MAH-15,Rice,Rabi,Loamy,Drip,559,21,279,6.18,0.79,5.1,1.8,1.36,18.4,52.8,842,5.0,2978,4,9.1,4.7,4.2,8.8,800,4000
AP06885,Maharashtra,MAH-24,Rice,Kharif,Clay,Drip,638,32,357,6.5,0.62,12.0,0.59,0.89,31.0,60.8,1048,1.87,2386,6,9.3,5.4,3.8,4.2,831,1553
AP06886,Maharashtra,MAH-08,Rice,Kharif,Black,Rainfed,245,9,83,7.84,0.9,12.0,0.76,1.47,29.5,72.2,996,1.43,3270,1,39.7,27.3,16.0,14.0,2287,3270
AP06887,Maharashtra,MAH-04,Rice,Kharif,Black,Flood,233,6,64,7.54,0.59,10.6,0.35,,24.0,66.9,825,5.1,3137,1,46.4,22.8,16.0,16.8,2246,11454
AP06888,Maharashtra,MAH-20,Rice,Kharif,Red,Sprinkler,750,24,372,5.6,0.61,8.1,1.79,0.1,32.6,90.0,1084,2.49,2452,1,8.9,6.5,2.9,12.7,800,1992
AP06889,Maharashtra,MAH-21,Rice,Kharif,Loamy,Rainfed,169,10,62,6.99,1.21,4.6,0.46,0.1,37.4,87.2,1083,1.68,2121,7,50.8,33.7,20.7,32.9,2795,4695
AP06890,Maharashtra,MAH-24,Rice,Winter,Black,Drip,261,11,65,7.75,0.8,12.0,0.43,0.97,21.3,53.5,607,1.59,2369,8,26.8,12.0,9.2,10.8,1290,2051
AP06891,Maharashtra,MAH-16,Rice,Rabi,Black,Drip,512,20,180,8.3,0.77,2.0,0.58,1.01,12.6,,782,0.89,2827,20,11.3,11.3,10.3,18.0,1286,1144
AP06892,Maharashtra,MAH-12,Rice,Winter,Red,Drip,647,32,400,6.56,0.41,15.8,0.39,0.71,12.8,57.3,759,5.1,1665,1,11.7,6.9,4.7,11.5,860,4386
AP06893,Maharashtra,MAH-03,Rice,Kharif,Black,Sprinkler,174,8,97,7.7,0.9,15.8,0.48,,24.0,76.7,1213,0.79,2565,6,43.8,25.6,14.7,21.5,2320,1832
AP06894,Maharashtra,MAH-16,Rice,Kharif,Red,Flood,347,15,190,6.35,0.64,9.3,0.6,0.74,30.5,81.0,1141,1.83,1947,14,16.8,12.2,5.5,9.6,1191,2179
AP06895,Maharashtra,MAH-03,Rice,Kharif,Black,Rainfed,280,13,184,7.68,1.17,9.3,0.59,0.28,37.3,68.1,1083,3.69,2353,4,27.5,14.3,9.4,7.1,1528,5638
AP06896,Maharashtra,MAH-18,Rice,Kharif,Red,Rainfed,430,13,237,6.77,0.64,12.0,2.21,0.99,38.0,72.3,1223,2.5,2508,10,14.2,11.8,3.6,10.7,984,2460
AP06897,Maharashtra,MAH-08,Rice,Kharif,Red,Flood,521,16,110,5.19,0.34,25.7,0.77,0.35,35.1,,1197,1.38,3800,3,11.9,12.1,10.6,4.2,1397,1927
AP06898,Maharashtra,MAH-01,Rice,Rabi,Loamy,Flood,779,22,331,6.47,0.96,18.6,0.4,0.8,17.3,48.8,933,6.6,2440,3,10.2,6.6,3.7,14.3,815,5379
AP06899,Maharashtra,MAH-15,Rice,Rabi,Black,Rainfed,279,5,65,8.53,0.73,19.4,0.32,0.1,11.3,26.7,902,3.44,2692,23,25.5,22.9,13.7,12.5,1929,6635
AP06900,Maharashtra,MAH-23,Rice,Winter,Black,Drip,189,4,43,7.9,1.21,8.3,0.59,,20.1,47.8,726,1.94,2665,1,44.2,21.8,16.9,15.0,2323,4506
AP06901,Maharashtra,MAH-18,Rice,Kharif,Black,Drip,164,9,109,7.58,0.81,3.0,0.24,0.1,38.0,85.6,1100,0.57,2422,1,29.2,21.0,13.2,10.9,1919,1093
AP06902,Maharashtra,MAH-02,Rice,Kharif,Black,Rainfed,559,14,211,7.58,0.9,2.3,0.45,0.67,27.8,84.2,1294,12.85,2601,10,11.8,16.9,5.3,9.9,1252,16088
AP06903,Maharashtra,MAH-11,Rice,Winter,Black,Sprinkler,150,8,82,8.26,0.71,20.4,1.34,0.34,15.8,80.0,705,1.23,2303,3,39.3,23.7,14.6,16.1,2126,2614
AP06904,Maharashtra,MAH-19,Rice,Kharif,Red,Drip,280,19,163,5.32,0.72,8.7,0.55,0.19,27.9,70.7,1217,3.06,3432,3,28.5,9.9,9.6,4.7,1372,4198
AP06905,Maharashtra,MAH-09,Rice,Kharif,Loamy,Sprinkler,642,26,475,6.43,0.87,12.0,0.6,0.8,27.6,60.9,1177,4.38,3090,1,5.7,4.4,3.5,4.7,800,3504
AP06906,Maharashtra,MAH-12,Rice,Winter,Loamy,Flood,280,16,110,7.71,0.55,4.6,0.5,1.07,9.3,60.5,753,4.5,3314,18,42.7,10.8,15.3,9.1,1756,7902
AP06907,Maharashtra,MAH-05,Rice,Rabi,Loamy,Drip,560,25,416,7.14,0.79,4.2,1.6,,17.2,38.5,809,1.54,2136,1,10.6,6.0,4.0,3.3,805,1239
AP06908,Maharashtra,MAH-07,Rice,Rabi,Black,Drip,598,23,316,8.01,0.62,6.9,0.74,,27.3,54.3,802,3.96,2844,5,10.0,6.7,4.7,3.0,879,3480
AP06909,Maharashtra,MAH-09,Rice,Kharif,Black,Flood,560,26,307,8.54,0.76,10.7,0.45,0.6,34.7,71.8,1079,0.45,2526,13,12.7,7.5,5.3,7.9,1016,457
AP06910,Maharashtra,MAH-09,Rice,Kharif,Black,Rainfed,427,17,228,7.72,0.8,14.7,0.87,,26.7,65.5,1233,0.26,2454,11,17.5,13.4,6.4,10.7,1241,322
AP06911,Maharashtra,MAH-09,Rice,Winter,Red,Sprinkler,458,14,188,6.12,0.83,16.0,0.22,0.98,14.4,69.4,997,1.56,2811,1,11.1,10.4,7.9,6.2,1153,1798
AP06912,Maharashtra,MAH-14,Rice,Winter,Black,Sprinkler,338,14,210,8.0,0.83,4.1,0.6,1.32,17.1,75.4,1019,0.54,2123,14,15.9,10.7,4.1,10.2,972,524
AP06913,Maharashtra,MAH-23,Rice,Rabi,Black,Rainfed,464,19,171,7.64,0.37,19.4,0.33,1.21,21.2,41.5,691,1.0,3366,25,19.1,11.8,9.6,5.9,1329,1329
AP06914,Maharashtra,MAH-15,Rice,Winter,Loamy,Rainfed,430,18,212,7.32,0.71,29.9,0.18,0.95,14.6,54.6,893,2.24,1792,3,21.4,8.8,8.0,16.2,1236,2768
AP06915,Maharashtra,MAH-01,Rice,Kharif,Loamy,Sprinkler,117,6,78,6.54,0.5,13.0,1.46,1.1,29.6,63.0,1205,3.14,2098,5,36.5,20.5,14.7,21.4,2013,6320
AP06916,Maharashtra,MAH-04,Rice,Winter,Red,Drip,229,5,78,5.44,0.26,2.0,1.63,0.68,18.7,66.7,728,0.99,1604,2,50.9,23.6,11.5,26.3,1951,1931
AP06917,Maharashtra,MAH-16,Rice,Kharif,Black,Rainfed,422,15,156,7.87,0.76,20.4,0.34,0.48,36.3,83.5,1331,10.73,2211,4,20.9,13.6,8.9,9.0,1367,14667
AP06918,Maharashtra,MAH-03,Rice,Rabi,Black,Drip,329,17,256,7.75,0.96,8.8,1.23,0.89,17.0,64.6,622,1.28,2627,1,19.8,7.9,4.0,6.4,951,1217
AP06919,Maharashtra,MAH-10,Rice,Rabi,Black,Drip,719,31,401,7.53,1.2,11.8,1.34,0.57,13.2,34.5,545,4.38,2822,1,7.4,5.8,4.4,4.8,870,3810
AP06920,Maharashtra,MAH-24,Rice,Kharif,Red,Flood,401,11,172,5.92,0.45,32.5,0.1,0.34,32.0,,991,7.47,2817,1,21.6,24.4,7.6,15.8,1699,12691
AP06921,Maharashtra,MAH-05,Rice,Kharif,Black,Drip,416,19,164,8.6,0.88,2.6,0.6,0.1,29.3,,1243,2.5,3327,11,9.7,4.5,7.0,12.7,1007,2517
AP06922,Maharashtra,MAH-18,Rice,Kharif,Black,Drip,494,18,195,8.32,0.96,2.0,0.51,1.93,32.6,79.8,1101,1.27,2669,8,12.8,7.8,6.8,9.0,1128,1432
AP06923,Maharashtra,MAH-14,Rice,Rabi,Black,Rainfed,207,7,69,8.53,0.66,4.3,0.53,0.56,21.9,,629,0.5,2423,1,29.5,22.5,12.9,17.5,1945,972
AP06924,Maharashtra,MAH-04,Rice,Rabi,Clay,Drip,198,10,83,6.92,0.26,9.0,0.25,1.17,8.0,46.8,731,0.96,2861,5,28.4,16.4,10.2,4.7,1655,1588
AP06925,Maharashtra,MAH-24,Rice,Kharif,Red,Sprinkler,389,12,136,6.03,0.41,8.3,1.79,,24.0,65.1,1096,7.62,1887,6,20.6,19.7,10.4,12.9,1673,12748
AP06926,Maharashtra,MAH-10,Rice,Rabi,Loamy,Drip,492,17,171,7.65,0.54,2.0,0.33,1.31,13.2,39.9,824,1.24,2197,2,12.9,6.4,6.6,5.7,1009,1251
AP06927,Maharashtra,MAH-23,Rice,Kharif,Red,Flood,422,19,148,6.4,0.41,2.6,0.38,0.39,31.9,77.4,1053,0.25,2539,1,16.7,7.6,8.1,21.2,1172,293
AP06928,Maharashtra,MAH-24,Rice,Winter,Clay,Drip,206,3,91,6.84,0.74,12.0,0.41,0.68,6.0,60.4,836,2.05,2826,9,28.2,20.1,13.8,8.5,1872,3837
AP06929,Maharashtra,MAH-16,Rice,Kharif,Loamy,Drip,353,13,129,6.73,0.51,3.1,1.0,0.41,33.5,70.6,1188,5.1,2390,3,23.4,12.4,7.8,3.1,1286,6558
AP06930,Maharashtra,MAH-10,Rice,Kharif,Loamy,Drip,725,26,387,7.3,0.98,16.7,0.6,0.83,30.7,74.6,1001,2.97,2290,7,8.7,5.8,3.5,11.2,800,2376
AP06931,Maharashtra,MAH-16,Rice,Kharif,Black,Drip,139,4,84,7.53,0.99,11.6,0.79,1.03,33.0,78.4,1008,2.5,2481,3,32.4,22.7,14.2,18.4,2037,5092
AP06932,Maharashtra,MAH-03,Rice,Kharif,Black,Flood,653,24,330,7.87,0.66,25.0,0.44,,32.4,79.0,1169,4.16,2168,3,13.7,9.2,5.7,14.7,1100,4576
AP06933,Maharashtra,MAH-10,Rice,Kharif,Loamy,Sprinkler,647,27,426,6.51,1.07,23.3,1.36,0.1,30.2,80.6,1250,5.1,1293,3,13.1,8.3,4.2,9.8,965,4921
AP06934,Maharashtra,MAH-03,Rice,Winter,Red,Drip,588,22,477,6.31,0.7,5.6,0.14,0.47,12.4,46.8,846,2.95,3144,4,9.1,6.2,3.9,3.3,868,2560
AP06935,Maharashtra,MAH-04,Rice,Kharif,Black,Sprinkler,647,28,450,7.35,1.2,10.4,0.59,0.62,28.3,78.4,1223,0.78,3114,4,10.8,6.8,3.4,3.0,810,631
AP06936,Maharashtra,MAH-08,Rice,Kharif,Loamy,Rainfed,95,4,47,7.26,0.71,5.1,0.56,0.1,32.6,64.6,1228,1.58,2321,3,45.1,27.7,17.1,17.3,2403,3796
AP06937,Maharashtra,MAH-02,Rice,Kharif,Clay,Drip,264,5,51,7.68,0.65,12.0,0.98,0.84,28.6,58.8,1087,2.09,1996,14,24.8,18.1,11.7,17.2,1735,3626
AP06938,Maharashtra,MAH-16,Rice,Kharif,Black,Rainfed,381,13,141,8.46,0.89,4.7,1.34,0.15,30.7,77.1,1143,2.49,2489,12,18.6,18.0,9.7,16.7,1581,3936
AP06939,Maharashtra,MAH-07,Rice,Rabi,Clay,Rainfed,138,9,57,6.99,0.63,19.1,0.35,0.97,19.1,32.6,1104,5.27,1972,3,44.1,19.3,14.1,26.7,2130,11225
AP06940,Maharashtra,MAH-19,Rice,Kharif,Black,Rainfed,346,18,240,8.05,0.67,18.2,0.62,1.04,30.8,60.2,1232,2.52,3472,4,17.3,9.6,5.1,6.1,1034,2605
AP06941,Maharashtra,MAH-04,Rice,Kharif,Black,Rainfed,212,6,69,7.79,0.53,12.6,0.13,0.87,26.4,,1018,3.17,2119,8,49.9,27.4,18.7,25.0,2628,8330
AP06942,Maharashtra,MAH-06,Rice,Winter,Red,Sprinkler,560,31,371,5.47,0.38,8.6,0.84,0.1,6.0,77.0,970,5.1,2828,10,8.6,7.0,3.5,3.0,800,4079
AP06943,Maharashtra,MAH-22,Rice,Rabi,Clay,Flood,593,22,412,7.33,0.59,28.6,0.36,0.45,10.5,25.0,945,2.17,1887,4,12.1,10.8,6.6,11.0,1165,2528
AP06944,Maharashtra,MAH-16,Rice,Kharif,Red,Rainfed,136,6,86,5.3,0.58,9.9,1.51,1.01,30.4,56.4,1133,5.1,2763,3,28.4,23.1,13.2,12.7,1966,10026
AP06945,Maharashtra,MAH-04,Rice,Kharif,Black,Sprinkler,670,34,344,8.07,0.58,23.7,0.21,1.03,27.1,65.0,1248,1.94,1678,14,10.2,8.1,4.5,13.7,859,1666
AP06946,Maharashtra,MAH-08,Rice,Kharif,Black,Flood,222,9,60,8.03,1.07,7.1,0.23,0.42,24.0,56.3,1166,8.49,2548,1,38.9,34.0,15.7,24.3,2563,21759
AP06947,Maharashtra,MAH-22,Rice,Winter,Black,Sprinkler,147,5,60,7.53,0.81,6.0,0.2,0.1,25.3,50.2,882,5.91,3156,1,29.6,18.5,11.4,3.4,1717,10147
AP06948,Maharashtra,MAH-07,Rice,Rabi,Red,Rainfed,250,8,49,6.4,0.43,5.8,2.28,0.12,19.5,31.9,792,2.04,1491,6,60.8,28.0,17.9,30.2,2612,5328
AP06949,Maharashtra,MAH-16,Rice,Rabi,Red,Rainfed,479,16,209,5.67,0.62,26.0,0.6,0.1,17.8,57.6,678,2.32,1826,1,13.7,11.6,6.2,15.1,1092,2533
AP06950,Maharashtra,MAH-22,Rice,Kharif,Clay,Rainfed,424,14,204,6.23,0.54,5.4,0.45,0.1,32.3,67.6,1198,5.1,2278,3,19.0,9.4,8.7,12.1,1286,6558
AP06951,Maharashtra,MAH-24,Rice,Winter,Red,Flood,77,6,66,5.99,0.48,16.6,0.59,1.24,13.5,49.7,816,1.4,1759,14,44.3,38.7,21.1,30.8,3089,4324
AP06952,Maharashtra,MAH-12,Rice,Kharif,Black,Sprinkler,485,20,191,8.0,1.28,5.8,1.12,0.28,31.7,69.2,1060,1.22,1715,7,11.8,7.7,8.5,13.6,1169,1426
AP06953,Maharashtra,MAH-01,Rice,Kharif,Clay,Drip,427,14,120,6.22,0.78,15.4,0.3,1.09,33.0,75.6,1193,1.81,2196,1,12.3,11.8,8.5,14.4,1313,2376
AP06954,Maharashtra,MAH-19,Rice,Kharif,Black,Rainfed,101,4,100,8.12,0.46,18.8,0.25,0.46,24.9,69.6,1218,3.44,2993,1,43.3,25.6,12.3,20.2,2111,7261
AP06955,Maharashtra,MAH-20,Rice,Kharif,Clay,Drip,472,13,134,7.3,0.6,23.4,0.44,0.1,30.7,73.9,1309,4.04,1882,16,18.8,13.9,10.2,18.3,1506,6084
AP06956,Maharashtra,MAH-03,Rice,Winter,Red,Rainfed,475,17,231,6.65,0.24,31.3,0.44,0.17,20.1,56.7,961,3.43,3386,3,17.6,10.1,7.9,3.0,1289,4421
AP06957,Maharashtra,MAH-19,Rice,Kharif,Black,Drip,279,10,21,7.66,0.79,12.0,0.41,0.75,32.8,62.4,998,0.83,2547,10,25.1,16.6,12.6,16.2,1756,1457
AP06958,Maharashtra,MAH-15,Rice,Rabi,Black,Rainfed,297,18,192,7.99,1.17,6.8,0.84,0.29,12.7,50.3,619,1.58,2583,2,30.2,9.8,8.9,21.3,1332,2104
AP06959,Maharashtra,MAH-14,Rice,Rabi,Black,Sprinkler,472,18,200,7.98,0.67,6.6,0.48,0.68,15.3,51.6,881,1.47,1746,5,13.2,8.3,7.5,9.4,1095,1609
AP06960,Maharashtra,MAH-15,Rice,Winter,Loamy,Sprinkler,144,10,104,6.0,0.93,7.5,0.59,0.92,17.7,42.6,646,1.63,2646,4,29.2,20.0,9.9,14.7,1738,2832
AP06961,Maharashtra,MAH-24,Rice,Kharif,Black,Rainfed,161,6,96,8.37,0.56,6.0,0.52,0.33,24.0,73.7,1365,1.29,2406,9,29.6,24.5,11.8,15.7,1984,2559
AP06962,Maharashtra,MAH-16,Rice,Kharif,Black,Drip,100,9,46,7.22,0.76,6.4,0.99,0.2,27.4,83.8,1346,1.52,3302,16,34.6,21.8,13.6,4.7,1947,2959
AP06963,Maharashtra,MAH-03,Rice,Kharif,Loamy,Drip,383,16,195,6.36,0.67,6.5,1.14,0.1,30.2,90.0,1155,1.95,2079,4,17.1,13.6,6.3,13.4,1284,2503
AP06964,Maharashtra,MAH-06,Rice,Rabi,Red,Rainfed,442,16,140,5.0,0.5,16.1,0.31,0.19,18.3,48.9,686,1.28,2770,1,19.3,13.5,10.4,8.4,1503,1923
AP06965,Maharashtra,MAH-20,Rice,Kharif,Red,Drip,101,10,52,6.06,0.51,9.9,0.4,0.45,37.2,74.4,1279,4.29,1731,6,35.6,23.2,14.6,22.7,2194,9412
AP06966,Maharashtra,MAH-19,Rice,Kharif,Black,Drip,356,14,204,7.82,0.59,11.1,0.9,0.1,30.3,,1163,13.67,2529,4,18.4,10.6,7.3,19.3,1200,16404
AP06967,Maharashtra,MAH-22,Rice,Winter,Black,Drip,78,11,106,8.6,0.84,8.9,0.59,0.1,19.6,46.0,843,1.4,1508,1,30.0,19.4,9.1,10.7,1567,2193
AP06968,Maharashtra,MAH-21,Rice,Kharif,Black,Rainfed,280,18,150,8.13,0.98,3.8,0.55,0.63,36.7,86.9,1428,1.4,2631,1,45.9,9.3,10.8,15.1,1500,2100
AP06969,Maharashtra,MAH-08,Rice,Winter,Black,Rainfed,188,6,58,8.35,0.91,2.0,0.2,0.57,12.9,,983,5.0,1597,9,43.2,25.0,16.8,20.6,2323,11615
AP06970,Maharashtra,MAH-23,Rice,Kharif,Red,Sprinkler,312,17,179,5.89,0.53,5.6,0.84,1.58,27.1,83.0,1416,1.35,3492,10,29.5,12.5,11.1,16.6,1580,2133
AP06971,Maharashtra,MAH-10,Rice,Winter,Red,Drip,403,17,217,5.59,0.61,12.0,2.98,0.7,16.9,60.0,954,3.62,2154,1,17.7,11.1,7.8,4.7,1246,4510
AP06972,Maharashtra,MAH-16,Rice,Kharif,Black,Flood,395,17,112,8.6,0.71,19.8,1.85,1.72,31.1,73.7,1345,2.08,2751,2,15.5,13.7,12.8,11.9,1620,3369
AP06973,Maharashtra,MAH-18,Rice,Kharif,Black,Sprinkler,183,7,68,8.03,1.01,4.9,0.34,0.17,32.0,62.3,882,2.49,2711,9,36.8,28.3,14.4,19.2,2212,5507
AP06974,Maharashtra,MAH-09,Rice,Kharif,Black,Sprinkler,148,5,62,8.1,0.7,11.7,0.28,0.44,24.0,62.5,1050,2.07,2183,25,29.2,24.1,14.4,20.0,2101,4349
AP06975,Maharashtra,MAH-15,Rice,Kharif,Black,Drip,175,4,109,7.85,1.21,7.1,1.91,0.95,36.9,79.4,976,20.48,1650,5,32.4,16.0,13.0,19.5,1705,34918
AP06976,Maharashtra,MAH-04,Rice,Kharif,Loamy,Flood,430,21,219,6.3,0.62,22.5,0.51,1.54,24.5,69.1,1033,2.49,2493,1,17.2,6.7,6.8,9.2,1092,2719
AP06977,Maharashtra,MAH-14,Rice,Kharif,Loamy,Flood,381,18,138,6.98,0.74,12.0,0.33,0.63,24.0,59.9,963,0.6,2864,7,21.4,8.7,10.5,10.8,1333,799
AP06978,Maharashtra,MAH-16,Rice,Kharif,Red,Rainfed,280,21,236,6.18,0.46,6.3,0.92,0.1,24.5,71.3,1071,1.32,2525,13,34.5,7.3,4.7,15.4,1108,1462
AP06979,Maharashtra,MAH-06,Rice,Kharif,Red,Drip,280,16,242,6.58,0.46,24.3,0.36,0.61,26.8,68.6,1096,1.26,2732,1,36.6,8.2,4.9,10.4,1088,1370
AP06980,Maharashtra,MAH-10,Rice,Kharif,Black,Rainfed,333,22,180,8.02,1.42,8.7,0.39,0.42,28.7,55.0,1191,2.93,2706,1,18.1,10.8,7.5,15.9,1197,3507
AP06981,Maharashtra,MAH-19,Rice,Winter,Black,Sprinkler,566,34,309,7.8,0.87,16.7,0.65,1.96,17.8,31.7,500,1.82,2362,2,10.1,5.4,3.8,4.9,810,1474
AP06982,Maharashtra,MAH-11,Rice,Kharif,Black,Rainfed,185,4,66,8.6,0.99,23.7,1.35,0.15,27.5,81.8,1342,1.86,1142,1,57.7,32.9,16.6,32.9,2712,5044
AP06983,Maharashtra,MAH-24,Rice,Rabi,Loamy,Rainfed,540,14,185,6.96,0.58,5.7,0.34,0.1,22.0,33.9,820,1.76,2798,3,19.9,14.5,9.5,11.1,1441,2536
AP06984,Maharashtra,MAH-02,Rice,Kharif,Black,Flood,590,23,285,8.1,1.08,15.5,1.89,0.1,24.4,67.9,1128,1.83,2586,11,8.5,7.0,4.7,4.1,922,1687
AP06985,Maharashtra,MAH-21,Rice,Rabi,Red,Sprinkler,203,5,57,6.17,0.58,18.7,0.56,0.92,18.2,41.8,865,0.31,2553,1,38.6,26.1,18.9,22.6,2421,750
AP06986,Maharashtra,MAH-18,Rice,Kharif,Red,Drip,153,11,80,6.08,0.73,8.6,1.75,0.1,32.0,68.9,1127,1.38,2089,1,25.8,16.2,10.8,10.0,1683,2322
AP06987,Maharashtra,MAH-20,Rice,Rabi,Black,Drip,346,15,208,8.06,0.89,2.0,0.51,0.34,26.2,46.4,792,21.68,2237,9,17.8,13.8,5.7,10.6,1204,26102
AP06988,Maharashtra,MAH-01,Rice,Kharif,Clay,Rainfed,93,9,100,7.19,0.54,26.0,1.53,0.91,38.0,72.3,1460,4.12,2307,7,45.7,22.3,15.3,25.2,2254,9286
AP06989,Maharashtra,MAH-01,Rice,Kharif,Red,Sprinkler,95,6,84,5.0,0.5,9.9,0.54,1.31,29.4,74.0,950,4.55,2825,10,50.3,29.9,17.0,15.0,2492,11338
AP06990,Maharashtra,MAH-05,Rice,Kharif,Red,Rainfed,189,4,71,6.27,0.62,17.0,1.01,0.1,30.8,75.0,1134,0.8,1682,1,37.3,24.2,15.0,23.8,2117,1693
AP06991,Maharashtra,MAH-16,Rice,Winter,Red,Flood,315,15,110,6.19,0.14,6.0,0.75,0.69,13.0,56.2,761,2.89,2131,7,28.4,8.8,9.7,12.4,1351,3904
AP06992,Maharashtra,MAH-17,Rice,Kharif,Black,Drip,223,9,44,8.0,1.04,8.1,0.36,0.73,32.2,79.3,1125,1.19,2870,3,31.6,21.4,13.5,8.9,1944,2313
AP06993,Maharashtra,MAH-14,Rice,Kharif,Black,Rainfed,471,17,222,8.14,0.53,5.6,1.57,0.41,24.9,72.4,984,1.75,2058,11,16.6,10.0,6.6,5.9,1109,1940
AP06994,Maharashtra,MAH-01,Rice,Kharif,Black,Flood,168,9,94,7.94,0.8,23.0,2.07,0.69,30.6,75.4,1238,1.61,1934,11,45.2,21.1,16.7,33.1,2254,3628
AP06995,Maharashtra,MAH-01,Rice,Kharif,Loamy,Flood,463,11,222,7.8,0.76,24.9,1.38,0.89,31.7,68.0,1221,14.33,3800,1,17.3,21.2,7.0,10.6,1543,22111
AP06996,Maharashtra,MAH-10,Rice,Winter,Black,Drip,472,18,152,8.52,0.8,8.7,0.18,0.52,9.1,35.3,736,1.75,2196,18,12.2,8.3,6.2,5.3,1027,1797
AP06997,Maharashtra,MAH-17,Rice,Kharif,Black,Rainfed,414,18,235,7.6,0.8,24.3,1.28,1.29,33.5,78.8,1443,2.39,2296,4,19.0,10.9,4.7,10.0,1076,2571
AP06998,Maharashtra,MAH-21,Rice,Kharif,Red,Rainfed,425,14,170,5.86,0.76,21.1,0.34,1.3,38.0,72.0,1385,1.67,2880,9,14.9,13.7,6.8,9.9,1281,2139
AP06999,Maharashtra,MAH-15,Rice,Kharif,Black,Rainfed,525,17,166,7.2,0.45,12.0,0.13,0.22,31.3,77.9,1291,1.4,1190,11,16.7,8.6,8.4,16.2,1136,1590
AP07000,Maharashtra,MAH-06,Rice,Kharif,Black,Drip,230,11,36,8.0,0.87,12.0,0.52,0.75,36.4,64.8,1099,4.2,3200,14,32.9,11.6,14.1,20.2,1739,7303
